2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
CIQU3,CMET4,CGRA3,COCE5,CPSL3,CRTP5,CRBM7,CMIG4,CPFE3,CRIV4,CREM3,CRIV4,CSRN6,CTNM3,CYRE3,CTKA4,DAYC4,CVCB3,CTNM3,CTSA3,CTSA3,CSMG3,CTKA3,CXSE3,DASA3,ELET5,ESTR4
CIQU4,CMGR3,CGRA4,COCE6,CRBM3,CRUZ3,CRIV3,CNFB3,CPLE3,CRUZ3,CRIV3,CRUZ3,CTAX3,CTNM4,DASA3,CTNM3,DIRR3,CYRE3,CTNM4,CTSA4,CTSA4,CSNA3,CTKA4,CYRE3,DESK3,ELET6,ETER3
CLDX4,CMGR4,CHAP3,CORR4,CRBM7,CSAB3,CRIV4,CNFB4,CPLE5,CSAB3,CRIV4,CSAB3,CTAX4,CTSA3,DAYC4,CTNM4,DOHL3,DASA3,CTSA3,CVCB3,CURY3,CSRN3,CTNM3,DASA3,DEXP3,ELMD3,EUCA3
CLSC3,CMIG3,CHAP4,CPCA3,CREM3,CSAB4,CRTP3,COCE3,CPLE6,CSAB4,CRUZ3,CSAB4,CTIP3,CTSA4,DHBI3,CTSA3,DOHL4,DIRR3,CTSA4,CYRE3,CVCB3,CSRN5,CTNM4,DESK3,DEXP4,EMAE3,EUCA4
CLSC5,CMIG4,CIQU3,CPCA4,CREM4,CSAN3,CRTP5,COCE5,CPNY3,CSAN3,CSAB3,CSAN3,CTKA3,CVCB3,DHBI4,CTSA4,DTCY3,DMMO3,CVCB3,DASA3,CYRE3,CSRN6,CTSA3,DEXP3,DIRR3,EMAE4,EVEN3
CLSC6,CMMA4,CIQU4,CPFG3,CRIV3,CSNA3,CRUZ3,COCE6,CRBM7,CSMB3,CSAB4,CSMG3,CTKA4,CYRE3,DIRR3,CVCB3,DTEX3,DOHL3,CYRE3,DIRR3,DASA3,CTKA3,CTSA4,DEXP4,DMFN3,EMBJ3,EZTC3
CMET4,CNFB3,CLSC3,CPFG4,CRIV4,CSPC3,CSAB3,CORR4,CRDE3,CSMG3,CSAN3,CSNA3,CTNM3,DASA3,DOCA3,CYRE3,EALT3,DOHL4,DASA3,DMMO3,DIRR3,CTKA4,CURY3,DIRR3,DMVF3,EMBR3,FESA3
CMGR3,CNFB4,CLSC6,CPFP4,CRTP3,CSPC4,CSAB4,CPFE3,CREM3,CSNA3,CSMG3,CSRN3,CTNM4,DAYC4,DOCA4,DASA3,EALT4,DTCY3,DIRR3,DOHL3,DMMO3,CTNM3,CVCB3,DMFN3,DOHL3,ENEV3,FESA4
CMGR4,COCE3,CMET4,CPLE3,CRTP5,CSRN5,CSAN3,CPLE3,CRIV3,CSRN3,CSNA3,CSRN5,CTPC3,DHBI4,DOHL3,DAYC4,ECOR3,DTEX3,DMMO3,DOHL4,DMVF3,CTNM4,CXSE3,DMMO3,DOHL4,ENGI3,FHER3
CMIG3,COCE5,CMGR3,CPLE5,CRUZ3,CSTB3,CSMG3,CPLE5,CRIV4,CSRN5,CSRN3,CSRN6,CTSA3,DIRR3,DOHL4,DHBI4,ECPR3,EALT3,DOHL3,DTCY3,DOHL3,CTSA3,CYRE3,DMVF3,DOTZ3,ENGI4,FICT3
CMIG4,COCE6,CMGR4,CPLE6,CSAB3,CSTB4,CSNA3,CPLE6,CRUZ3,CSRN6,CSRN5,CTAX3,CTSA4,DOCA3,DTCY3,DIRR3,ECPR4,EALT4,DOHL4,DTEX3,DOHL4,CTSA4,DASA3,DOHL3,DTCY3,ENJU3,FIEI3
CMMA4,COGU3,CMIG3,CPSL3,CSAB4,CTAX3,CSRN3,CPNY3,CSAB3,CTAX3,CSRN6,CTAX4,CYRE3,DOCA4,DTEX3,DOHL3,EEEL3,ECOR3,DTCY3,EALT3,DTCY3,CURY3,DESK3,DOHL4,DXCO3,ENMT3,FIQE3
CNFB3,COGU4,CMIG4,CQUE4,CSNA3,CTAX4,CSRN5,CPSL3,CSAB4,CTAX4,CTAX3,CTIP3,CZRS4,DOHL3,DUQE4,DOHL4,EEEL4,ECPR3,DTEX3,EALT4,DTEX3,CVCB3,DEXP3,DOTZ3,EALT3,ENMT4,FLRY3
CNFB4,CORR4,CMMA4,CQUE5,CSPC3,CTKA3,CSRN6,CRBM3,CSAN3,CTIP3,CTAX4,CTKA3,DASA3,DOHL4,EALT3,DTCY3,EGIE3,ECPR4,EALT3,ECOR3,EALT3,CXSE3,DEXP4,DTCY3,EALT4,EPAR3,FRAS3
COCE3,CPCA4,CNFB4,CQUE6,CSPC4,CTKA4,CTAP3,CRBM7,CSMG3,CTKA3,CTIP3,CTKA4,DAYC4,DTCY3,EALT4,DTEX3,EKTR3,EEEL3,EALT4,ECPR3,EALT4,CYRE3,DIRR3,DXCO3,ECOR3,EQPA3,FRIO3
COCE5,CPEE3,COCE3,CQUE7,CSRN3,CTNM3,CTAX3,CRDE3,CSNA3,CTKA4,CTKA3,CTNM3,DHBI3,DTEX3,EBTP3,EALT3,EKTR4,EEEL4,ECOR3,ECPR4,ECOR3,DASA3,DMFN3,EALT3,EGIE3,EQPA5,GEPA3
COCE6,CPEE4,COCE5,CQUE8,CSRN5,CTNM4,CTAX4,CREM3,CSRN3,CTNM3,CTKA4,CTNM4,DHBI4,DUQE4,EBTP4,EALT4,ELEK3,EGIE3,ECPR3,EEEL3,ECPR3,DESK3,DMMO3,EALT4,EKTR3,EQPA6,GEPA4
COGU3,CPFG3,COCE6,CRBM3,CSTB3,CTSA3,CTCO3,CRIV3,CSRN5,CTNM4,CTNM3,CTPC3,DIRR3,EALT4,ECOR3,EBTP3,ELEK4,EKTR3,ECPR4,EEEL4,ECPR4,DEXP3,DMVF3,ECOR3,EKTR4,EQPA7,GFSA3
COGU4,CPFG4,CORR4,CRBM7,CSTB4,CTSA4,CTKA3,CRIV4,CSRN6,CTPC3,CTNM4,CTSA3,DOCA3,EBTP3,ECPR3,EBTP4,ELET3,EKTR4,EEEL3,EGIE3,EEEL3,DEXP4,DOHL3,EGIE3,ELET3,EQTL3,GGBR3
CORR4,CPFL4,CPCA4,CREM3,CTKA3,CYRE3,CTKA4,CRUZ3,CTAX3,CTSA3,CTPC3,CTSA4,DOCA4,EBTP4,ECPR4,ECOR3,ELET5,ELEK3,EEEL4,EKTR3,EEEL4,DIRR3,DOHL4,EKTR3,ELET5,ESPA3,GGBR4
CPCA4,CPLE3,CPFG3,CREM4,CTKA4,CYRE4,CTMI3,CSAB3,CTAX4,CTSA4,CTSA3,CYRE3,DOHL3,ECOR3,EEEL3,ECPR3,ELET6,ELEK4,EGIE3,EKTR4,EGIE3,DMMO3,DOTZ3,EKTR4,ELET6,ESTR3,GGPS3
CPEE3,CPLE5,CPFG4,CRIV3,CTNM3,DASA3,CTNM3,CSAB4,CTKA3,CYRE3,CTSA4,CZRS4,DOHL4,ECPR3,EEEL4,EEEL3,ELPL3,ELET3,EKTR3,ELEK3,EKTR3,DMVF3,DTCY3,ELET3,ELMD3,ESTR4,GMAT3
CPEE4,CPLE6,CPFL4,CRIV4,CTNM4,DFVA3,CTNM4,CSAN3,CTKA4,CZRS4,CYRE3,DASA3,DTCY3,ECPR4,EKTR4,EEEL4,ELPL4,ELET5,EKTR4,ELEK4,EKTR4,DOHL3,DXCO3,ELET5,EMAE3,ETER3,GOAU3
CPFL3,CPNE3,CPFP4,CRTP3,CTPC4,DFVA4,CTSA3,CSMG3,CTNM3,DASA3,CZRS4,DAYC4,DTEX3,EEEL3,ELEK3,EKTR4,EMAE4,ELET6,ELEK3,ELET3,ELEK3,DOHL4,EALT3,ELET6,EMAE4,EUCA3,GOAU4
CPFL4,CPNE5,CPLE3,CRTP5,CTSA3,DHBI3,CTSA4,CSNA3,CTNM4,DAYC4,DASA3,DHBI3,DUQE4,EEEL4,ELEK4,ELEK3,EMBR3,ELPL3,ELEK4,ELET5,ELEK4,DOTZ3,EALT4,ELMD3,EMBR3,EUCA4,GPAR3
CPLE3,CPNE6,CPLE5,CRUZ3,CTSA4,DHBI4,CYRE3,CSRN3,CTPC3,DHBI4,DAYC4,DHBI4,EALT3,EKTR3,ELET3,ELEK4,ENBR3,ELPL4,ELET3,ELET6,ELET3,DTCY3,ECOR3,EMAE4,ENAT3,EVEN3,GRND3
CPLE5,CPSL3,CPLE6,CSAB3,CYRE4,DJON4,DASA3,CSRN5,CTSA3,DIRR3,DHBI4,DIRR3,EALT4,EKTR4,ELET5,ELET3,ENEV3,EMAE4,ELET5,ELPL3,ELET5,DTEX3,ECPR3,EMBR3,ENEV3,EZTC3,GSHP3
CPLE6,CQUE3,CPNE3,CSAB4,DASA3,DOCA3,DFVA3,CSRN6,CTSA4,DOCA3,DIRR3,DOCA3,EBTP3,ELEK3,ELET6,ELET5,ENGI3,EMBR3,ELET6,EMAE3,ELET6,DXCO3,ECPR4,ENAT3,ENGI3,FESA3,GUAR3
CPNE3,CQUE5,CPNE5,CSNA3,DFVA3,DOCA4,DFVA4,CTAX3,CYRE3,DOCA4,DOCA3,DOCA4,EBTP4,ELEK4,ELPL3,ELET6,ENGI4,ENBR3,ELPL3,EMAE4,EMAE4,EALT3,EEEL3,ENBR3,ENGI4,FESA4,HAGA3
CPNE5,CQUE6,CPNE6,CSPC3,DFVA4,DOHL3,DHBI3,CTAX4,CZRS4,DOHL3,DOCA4,DOHL3,ECOR3,ELET3,ELPL4,ELPL3,ENMT3,ENEV3,EMAE4,EMBR3,EMBR3,EALT4,EEEL4,ENEV3,ENJU3,FHER3,HAGA4
CPNE6,CQUE7,CPSL3,CSPC4,DHBI3,DOHL4,DHBI4,CTKA3,DASA3,DOHL4,DOHL3,DOHL4,ECPR3,ELET5,EMAE4,ELPL4,ENMT4,ENGI3,EMBR3,ENAT3,ENAT3,ECOR3,EGIE3,ENGI3,ENMT3,FICT3,HAPV3
CPSL3,CQUE8,CQUE5,CSRN3,DHBI4,DPPI3,DJON4,CTKA4,DAYC4,DROG3,DOHL4,DOMO3,ECPR4,ELET6,EMBR3,EMAE4,EQTL3,ENGI4,ENBR3,ENBR3,ENBR3,ECPR3,EKTR3,ENGI4,ENMT4,FIEI3,HBOR3
CQUE3,CREM3,CQUE6,CSTB3,DJON4,DPPI4,DOCA3,CTMI3,DHBI3,DTCY3,DROG3,DROG3,EEEL3,ELPL3,ENBR3,EMBR3,ESTC3,ENMT3,ENEV3,ENEV3,ENEV3,ECPR4,EKTR4,ENJU3,EPAR3,FIGE3,HBRE3
CQUE5,CREM4,CQUE7,CSTB4,DOCA3,DROG3,DOCA4,CTNM3,DHBI4,DTEX3,DTCY3,DTCY3,EEEL4,ELPL4,ENEV3,ENBR3,ESTR3,ENMT4,ENGI3,ENGI3,ENGI3,EEEL3,ELET3,ENMT3,EQPA3,FIQE3,HBSA3
CQUE6,CRIV3,CQUE8,CTKA3,DOCA4,DTCY3,DOHL4,CTNM4,DOCA3,DUQE4,DTEX3,DTEX3,EKTR3,EMAE4,ENGI3,ENGI3,ESTR4,EQTL3,ENGI4,ENGI4,ENGI4,EEEL4,ELET6,ENMT4,EQPA5,FLRY3,HBTS5
CQUE7,CRIV4,CRBM3,CTKA4,DOHL3,DUQE3,DPPI3,CTPC3,DOCA4,DURA3,DUQE4,DUQE3,EKTR4,EMBR3,ENGI4,ENGI4,ETER3,ESTC3,ENMT3,ENMT3,ENJU3,EGIE3,ELMD3,EPAR3,EQPA6,FRAS3,HETA4
CQUE8,CRTP3,CRBM7,CTNM3,DOHL4,DUQE4,DPPI4,CTPC4,DOHL3,DURA4,DXTG4,DUQE4,ELEK3,ENBR3,EQTL3,ENMT3,EUCA3,ESTR3,ENMT4,ENMT4,ENMT3,EKTR3,EMAE4,EQPA3,EQPA7,FRIO3,HYPE3
CRGT3,CRTP5,CREM3,CTNM4,DPPI3,DURA3,DROG3,CTSA3,DOHL4,DXTG4,EALT4,DXTG4,ELEK4,ENEV3,ESTC3,ENMT4,EUCA4,ESTR4,EQTL3,EQPA3,ENMT4,EKTR4,EMBR3,EQPA5,EQTL3,GEPA3,IFCM3
CRGT5,CRUZ3,CREM4,CTSA4,DPPI4,DURA4,DSUL3,CTSA4,DPPI4,EALT4,EBTP3,EALT3,ELET3,ENGI3,ESTR3,EQTL3,EVEN3,ETER3,ESTC3,EQPA5,EQPA3,ELET3,ENAT3,EQPA6,ESPA3,GEPA4,IGTI3
CRIV3,CSAB3,CRIV3,CTSA8,DROG3,DXTG4,DTCY3,CYRE3,DROG3,EBTP3,EBTP4,EALT4,ELET5,ENGI4,ESTR4,ESTC3,EZTC3,EUCA3,ESTR3,EQPA7,EQPA5,ELET5,ENBR3,EQPA7,ESTR3,GFSA3,IGTI4
CRIV4,CSAB4,CRIV4,CTWR3,DTCY3,EALT4,DUQE3,CZRS4,DSUL3,EBTP4,ECOD3,EBTP3,ELET6,EQTL3,ETER3,ESTR3,FESA3,EUCA4,ESTR4,EQTL3,EQPA6,ELET6,ENEV3,EQTL3,ESTR4,GGBR3,INEP3
CRTP3,CSNA3,CRTP3,CYRE4,DUQE3,EBCO3,DUQE4,DASA3,DTCY3,ECOD3,ECOR3,EBTP4,ELPL3,ESTC3,EUCA4,ESTR4,FESA4,EVEN3,ETER3,ESTC3,EQPA7,ELMD3,ENGI3,ESPA3,ETER3,GGBR4,INEP4
CRTP5,CSPC3,CRTP5,DFVA3,DUQE4,EBCO4,DURA3,DAYC4,DUQE3,ECPR3,ECPR3,ECOD3,ELPL4,ESTR4,EVEN3,ETER3,FHER3,EZTC3,EUCA3,ESTR3,EQTL3,EMAE4,ENGI4,ESTR3,EUCA3,GGPS3,INTB3
CRUZ3,CSPC4,CRUZ3,DFVA4,DURA3,EBEN4,DURA4,DFVA3,DUQE4,ECPR4,ECPR4,ECOR3,EMAE4,ETER3,EZTC3,EUCA3,FIBR3,FESA3,EUCA4,ESTR4,ESTR4,EMBR3,ENJU3,ESTR4,EUCA4,GMAT3,IRBR3
CSAB4,CSPP3,CSAB3,DHBI3,DURA4,EBTP3,DXTG4,DFVA4,DURA3,EKTR3,EEEL3,ECPR3,EMBR3,EUCA4,FBMC4,EUCA4,FIGE3,FESA4,EVEN3,EUCA3,EUCA3,ENAT3,ENMT3,EUCA3,EVEN3,GOAU3,ISAE3
CSNA3,CSTB3,CSAB4,DHBI4,DXTG4,EBTP4,EALT4,DHBI3,DURA4,EKTR4,EEEL4,ECPR4,ENBR3,EVEN3,FESA3,EVEN3,FIGE4,FHER3,EZTC3,EUCA4,EUCA4,ENBR3,ENMT4,EUCA4,EZTC3,GOAU4,ISAE4
CSPC3,CSTB4,CSNA3,DJON4,EALT4,ECIS3,EBCO3,DHBI4,DXTG4,ELEK3,EKTR3,EEEL3,ENGI3,EZTC3,FESA4,EZTC3,FJTA3,FIBR3,FESA3,EVEN3,EVEN3,ENEV3,EPAR3,EVEN3,FESA3,GOLL4,ITSA3
CSPC4,CTAN8,CSPC3,DOCA3,EBCO3,ECPR3,EBCO4,DOCA3,EALT4,ELEK4,EKTR4,EEEL4,ENGI4,FBMC4,FHER3,FESA3,FJTA4,FJTA3,FESA4,EZTC3,EZTC3,ENGI3,EQPA3,EZTC3,FESA4,GPAR3,ITSA4
CSRN3,CTKA4,CSPC4,DOCA4,EBCO4,ECPR4,EBTP3,DOCA4,EBTP3,ELET3,ELEK3,EKTR3,EQTL3,FESA3,FIBR3,FESA4,FLRY3,FJTA4,FHER3,FESA3,FESA3,ENGI4,EQPA5,FESA3,FHER3,GRND3,ITUB3
CSRN5,CTNM3,CSTB3,DOHL4,EBEN4,EKTR3,EBTP4,DOHL4,EBTP4,ELET5,ELEK4,EKTR4,ESTC3,FESA4,FIGE3,FHER3,FRAS3,FLRY3,FIBR3,FESA4,FESA4,ENJU3,EQPA6,FESA4,FICT3,GSHP3,ITUB4
CSTB3,CTNM4,CSTB4,DPPI3,EBER3,EKTR4,ECOD3,DPPI3,ECOD3,ELET6,ELET3,ELEK3,ESTR4,FHER3,FIGE4,FIBR3,FRIO3,FRAS3,FJTA3,FHER3,FLRY3,ENMT3,EQPA7,FHER3,FIEI3,GUAR3,JALL3
CSTB4,CTPC4,CTKA3,DPPI4,EBER4,ELCA3,ECPR3,DPPI4,ECPR3,ELPL3,ELET5,ELEK4,ETER3,FIBR3,FJTA3,FJTA3,FRTA3,FRIO3,FJTA4,FIBR3,FRAS3,ENMT4,EQTL3,FIEI3,FIQE3,HAGA3,JHSF3
CTAN8,CTSA3,CTKA4,DROG3,EBTP3,ELCA4,ECPR4,DROG3,ECPR4,ELPL5,ELET6,ELET3,EUCA3,FIGE4,FJTA4,FJTA4,GEPA3,FRTA3,FLRY3,FJTA3,FRIO3,EPAR3,ESPA3,FIQE3,FLRY3,HAGA4,JSLG3
CTKA3,CTSA4,CTNM3,DTCY3,EBTP4,ELEK3,EKTR3,DSUL3,EKTR3,ELPL6,ELPL3,ELET5,EUCA4,FJTA3,FLRY3,FLRY3,GEPA4,GEPA3,FRAS3,FJTA4,GEPA3,EQPA3,ESTR4,FLRY3,FRAS3,HAPV3,KEPL3
CTKA4,CYRE4,CTNM4,DUQE4,ECIS3,ELEK4,EKTR4,DTCY3,EKTR4,ELUM4,ELPL4,ELET6,EVEN3,FJTA4,FRAS3,FRAS3,GFSA3,GEPA4,FRIO3,FLRY3,GEPA4,EQPA5,EUCA3,FRAS3,FRIO3,HBOR3,KLBN3
CTNM3,DFVA3,CTSA3,DURA3,ECIS4,ELET3,ELCA3,DUQE3,ELEK3,EMAE4,ELPL5,ELPL3,EZTC3,FLRY3,FRAS4,FRIO3,GGBR3,GFSA3,FRTA3,FRAS3,GFSA3,EQPA7,EUCA4,FRIO3,GEPA3,HBRE3,KLBN4
CTNM4,DFVA4,CTSA4,DURA4,ECPR3,ELET5,ELCA4,DUQE4,ELEK4,EMBR3,ELPL6,ELPL4,FBMC3,FRAS3,FRIO3,FRTA3,GGBR4,GGBR3,GEPA3,FRIO3,GGBR3,EQTL3,EVEN3,GEPA3,GEPA4,HBSA3,LAND3
CTPC4,DHBI3,CTSA8,DXTG4,ECPR4,ELET6,ELEK3,DURA3,ELET3,ENBR3,ELUM4,EMAE4,FBMC4,FRAS4,GEPA3,GEPA3,GOAU3,GGBR4,GEPA4,GEPA3,GGBR4,ESPA3,EZTC3,GEPA4,GFSA3,HBTS5,LAVV3
CTSA3,DHBI4,CYRE4,EALT4,EKTR3,ELPL3,ELEK4,DURA4,ELET5,ENGI3,EMAE4,EMBR3,FESA3,FRIO3,GEPA4,GEPA4,GOAU4,GOAU3,GFSA3,GEPA4,GMAT3,ESTR3,FESA3,GFSA3,GGBR3,HETA4,LEVE3
CTSA4,DJON4,DFVA3,EBCO3,EKTR4,ELPL4,ELET3,DXTG4,ELET6,ENGI4,EMBR3,ENBR3,FESA4,GEPA3,GETI3,GETI3,GOLL4,GOAU4,GGBR3,GFSA3,GNDI3,ESTR4,FESA4,GGBR3,GGBR4,HYPE3,LJQQ3
CTWR3,DOCA3,DFVA4,EBCO4,ELCA3,ELUM3,ELET6,EALT3,ELEV3,EQTL3,ENBR3,ENGI3,FHER3,GEPA4,GETI4,GETI4,GPAR3,GOLL4,GGBR4,GGBR3,GOAU3,EUCA3,FHER3,GGBR4,GGPS3,IFCM3,LOGG3
DATA4,DOCA4,DHBI3,EBEN3,ELCA4,ELUM4,ELPL3,EALT4,ELPL3,ESTC3,ENGI3,ENGI4,FIBR3,GETI3,GFSA3,GFSA3,GRND3,GPAR3,GNDI3,GGBR4,GOAU4,EUCA4,FIGE3,GGPS3,GMAT3,IGTI3,LOGN3
DFVA3,DOHL4,DHBI4,EBEN4,ELEK3,EMAE4,ELPL4,EBTP3,ELPL5,ESTR3,ENGI4,EQTL3,FIGE3,GETI4,GGBR3,GGBR3,GSHP3,GRND3,GOAU3,GNDI3,GOLL4,EVEN3,FIQE3,GMAT3,GOAU3,IGTI4,LPSB3
DFVA4,DPPI3,DJON4,EBER3,ELEK4,EMBR3,ELPL5,EBTP4,ELPL6,ESTR4,EQTL3,ESTC3,FIGE4,GFSA3,GGBR4,GGBR4,GUAR3,GSHP3,GOAU4,GOAU3,GPAR3,EZTC3,FLRY3,GOAU3,GOAU4,INEP3,LREN3
DHBI3,DPPI4,DOCA3,EBER4,ELET3,EMBR4,ELPL6,ECOD3,ELUM3,ETER3,ESTC3,ESTR4,FJTA3,GGBR3,GOAU3,GOAU3,GUAR4,GUAR3,GOLL4,GOAU4,GPCP3,FESA3,FNCN3,GOAU4,GOLL4,INEP4,LUPA3
DHBI4,DUQE3,DOCA4,EBTP3,ELET5,ENBR3,ELUM3,ECPR3,ELUM4,EUCA3,ESTR3,ETER3,FJTA4,GGBR4,GOAU4,GOAU4,HAGA3,GUAR4,GPAR3,GOLL4,GPCP4,FESA4,FRAS3,GOLL4,GPAR3,INTB3,LUXM4
DJON4,DUQE4,DOHL4,EBTP4,ELET6,ENER3,ELUM4,ECPR4,EMAE4,EUCA4,ESTR4,EUCA3,FLRY3,GOAU3,GOLL4,GOLL4,HAGA4,HAGA3,GRND3,GPAR3,GRND3,FIQE3,FRIO3,GPAR3,GRND3,IRBR3,LWSA3
DOCA3,DURA3,DPPI3,ECIS3,ELMJ3,ENER6,EMAE4,EKTR3,EMBR3,EVEN3,ETER3,EUCA4,FRAS3,GOAU4,GPAR3,GPAR3,HBOR3,HAGA4,GSHP3,GRND3,GSHP3,FLRY3,GEPA3,GRND3,GSHP3,ISAE3,MAPT3
DOCA4,DURA4,DPPI4,ECIS4,ELMJ4,ESCE3,EMBR3,EKTR4,ENBR3,EZTC3,EUCA3,EVEN3,FRAS4,GOLL4,GRND3,GRND3,HBTS5,HBOR3,GUAR3,GSHP3,GUAR3,FNCN3,GEPA4,GSHP3,GUAR3,ISAE4,MAPT4
DOHL3,DXTG4,DROG3,ECPR3,ELPL3,ESTR3,EMBR4,ELEK3,ENGI3,FBMC3,EUCA4,EZTC3,FRIO3,GPAR3,GSHP3,GSHP3,HETA3,HBTS5,GUAR4,GUAR3,HAGA3,FRAS3,GETT3,GUAR3,HAGA3,ITSA3,MATD3
DOHL4,EALT4,DTCY3,ECPR4,ELPL4,ESTR4,ENBR3,ELEK4,ENGI4,FBMC4,EVEN3,FBMC4,GEPA3,GPCP3,GUAR3,GUAR3,HETA4,HETA4,HAGA3,GUAR4,HAGA4,FRIO3,GETT4,HAGA3,HAGA4,ITSA4,MBRF3
DPPI3,EBCO3,DUQE3,EKTR3,ELUM3,ETER3,ESTR3,ELET3,EQTL3,FESA3,EZTC3,FESA3,GEPA4,GRND3,GUAR4,GUAR4,HGTX3,HGTX3,HAGA4,HAGA3,HAPV3,GEPA3,GFSA3,HAGA4,HAPV3,ITUB3,MDIA3
DPPI4,EBCO4,DUQE4,EKTR4,ELUM4,ETER4,ESTR4,ELET5,ESTC3,FESA4,FBMC3,FESA4,GETI3,GSHP3,HAGA3,HAGA3,HOOT4,HOOT4,HAPV3,HAGA4,HBOR3,GEPA4,GGBR3,HAPV3,HBOR3,ITUB4,MDNE3
DROG3,EBEN4,DURA3,ELAT3,EMAE4,FBMC3,ETER3,ELET6,ESTR3,FFTL3,FBMC4,FFTL3,GETI4,GUAR3,HAGA4,HAGA4,HYPE3,HYPE3,HBOR3,HAPV3,HBSA3,GETT3,GGBR4,HBOR3,HBRE3,JALL3,MEAL3
