2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026
PNVL4,RAPT4,ROSI3,SDIA3,SUZA4,TDBH4,TELB3,SBSP3,SLED3,TENE5,TCNO3,TCSL4,TRPN3,,,,,,,,,VIVT3,ZAMP3,,,,
POLA3,RCLL4,ROSI4,SDIA4,SUZB5,TEKA3,TELB4,SCAR3,SLED4,TENE7,TCNO4,TECN3,TUPY3,,,,,,,,,VLID3,,,,,
POLA4,RCSL4,RPAD3,SEMP3,SUZB6,TEKA4,TENE5,SCLO3,SMTO3,TGMA3,TCSA3,TEKA3,TUPY4,,,,,,,,,VULC3,,,,,
POPR4,REEM4,RPAD5,SGAS3,SZPQ4,TELB3,TENE7,SCLO4,SOND3,TIBR3,TCSL3,TEKA4,UCAS3,,,,,,,,,VVAR3,,,,,
PORP4,REPA3,RPAD6,SGAS4,TANC4,TELB4,TIBR5,SDIA3,SOND5,TIBR5,TCSL4,TELB3,UCOP4,,,,,,,,,VVEO3,,,,,
PQUN3,REPA4,RPMG3,SGEN4,TBLE3,TENE5,TIBR6,SDIA4,SOND6,TIBR6,TEKA3,TELB4,UGPA3,,,,,,,,,WEGE3,,,,,
PQUN4,RGEG3,RPMG4,SHUL4,TBLE5,TIBR5,TKNO4,SEMP3,SPRI3,TKNO4,TEKA4,TEMP3,UNIP3,,,,,,,,,WEST3,,,,,
PRBN3,RHDS3,RPSA4,SIFC3,TBLE6,TIBR6,TLCP3,SFSA4,SPRI5,TLPP3,TELB3,TENE5,UNIP5,,,,,,,,,WHRL3,,,,,
PRBN4,RHDS4,RSID3,SIFC4,TCHN3,TKNO4,TLCP4,SGAS3,SPRI6,TLPP4,TELB4,TENE7,UNIP6,,,,,,,,,WHRL4,,,,,
PREQ3,RHER3,RSIP3,SJOS4,TCHN4,TLCP3,TLPP3,SGAS4,SULT3,TMAR3,TEMP3,TERI3,UOLL4,,,,,,,,,WIZS3,,,,,
PREQ4,RHER4,RSIP4,SLAE3,TCNO3,TLCP4,TLPP4,SGEN3,SULT4,TMAR5,TEND3,TGMA3,USIM3,,,,,,,,,WLMM3,,,,,
PRGA3,RIPI3,RSUL4,SLCP3,TCNO4,TLPP3,TMAR3,SGEN4,SUZB5,TMAR6,TENE5,TIBR5,USIM5,,,,,,,,,WLMM4,,,,,
PRGA4,RIPI4,SALM3,SLED3,TCOC3,TLPP4,TMAR5,SGPS3,SZPQ4,TMCP3,TENE7,TIBR6,USIM6,,,,,,,,,YDUQ3,,,,,
PTIP3,RNPT3,SALM4,SLED4,TCOC4,TMAR3,TMAR6,SHUL4,TAMM3,TMCP4,TERI3,TIMP3,VAGR3,,,,,,,,,,,,,,
PTIP4,RNPT4,SAPR4,SNSY5,TCSL3,TMAR5,TMCP3,SJOS3,TAMM4,TMGC3,TGMA3,TKNO4,VALE3,,,,,,,,,,,,,,
PTNT3,ROMI3,SASG3,SOLO4,TCSL4,TMAR6,TMCP4,SJOS4,TBLE3,TMGC7,TIBR3,TLPP3,VALE5,,,,,,,,,,,,,,
PTNT4,ROMI4,SBSP3,SOND5,TDBH3,TMCP3,TMGC3,SLCE3,TCNO3,TNCP3,TIBR5,TLPP4,VIGR3,,,,,,,,,,,,,,
PTPA4,ROSI4,SCAR3,SOND6,TDBH4,TMCP4,TMGC6,SLED3,TCNO4,TNCP4,TIBR6,TMAR3,VINE3,,,,,,,,,,,,,,
PTQS4,RPAD3,SCAR4,SPRI3,TEKA3,TMGC3,TMGC7,SLED4,TCSA3,TNLP3,TKNO3,TMAR5,VINE5,,,,,,,,,,,,,,
PVLT3,RPAD5,SCLO4,SPRI5,TEKA4,TMGC6,TNCP3,SMTO3,TCSL3,TNLP4,TKNO4,TMAR6,VIVR3,,,,,,,,,,,,,,
PVPR3,RPAD6,SDIA3,SPRI6,TELB3,TMGC7,TNCP4,SOND3,TCSL4,TOTS3,TLPP3,TNCP3,VIVT3,,,,,,,,,,,,,,
PVPR4,RPMG3,SDIA4,SULT3,TELB4,TNCP3,TNLP3,SOND5,TEKA3,TOYB3,TLPP4,TNCP4,VIVT4,,,,,,,,,,,,,,
PXEC4,RPMG4,SEMP3,SULT4,TENE5,TNCP4,TNLP4,SOND6,TEKA4,TOYB4,TMAR3,TNLP3,VLID3,,,,,,,,,,,,,,
RANI3,RPSA4,SGAS3,SUZA4,TIBR3,TNLP3,TOTS3,SPRI3,TELB3,TPIS3,TMAR5,TNLP4,VSPT3,,,,,,,,,,,,,,
RANI4,RSID3,SGAS4,SZPQ4,TIBR5,TNLP4,TOYB3,SPRI5,TELB4,TRFO3,TMAR6,TOTS3,VULC3,,,,,,,,,,,,,,
RCPR3,RSIP3,SGEN4,TANC4,TIBR6,TOYB3,TOYB4,SPRI6,TEMP3,TRFO4,TNCP3,TOYB3,VVAR3,,,,,,,,,,,,,,
RCPR6,RSIP4,SHUL4,TBLE3,TKNO4,TOYB4,TRFO3,SUBA3,TEND3,TRIS3,TNCP4,TOYB4,WEGE3,,,,,,,,,,,,,,
RCPR8,RSUL4,SIBR7,TBLE5,TLCP3,TPRC3,TRFO4,SULT3,TENE5,TROR4,TNLP3,TPIS3,WHRL3,,,,,,,,,,,,,,
RCSL3,SALM3,SIFC4,TBLE6,TLCP4,TPRC6,TROR4,SULT4,TENE7,TRPL3,TNLP4,TRIS3,WHRL4,,,,,,,,,,,,,,
RCSL4,SALM4,SJOS3,TCHN3,TLPP3,TRFO3,TRPL3,SUZB5,TGMA3,TRPL4,TOTS3,TRPL3,WISA3,,,,,,,,,,,,,,
REAL3,SANO3,SJOS4,TCHN4,TLPP4,TRFO4,TRPL4,SUZB6,TIBR3,TRPN3,TOYB3,TRPL4,WISA4,,,,,,,,,,,,,,
REAL4,SANO4,SLAL3,TCNO3,TMAR3,TROR4,TSEP3,SZPQ4,TIBR5,TUPY3,TOYB4,TRPN3,,,,,,,,,,,,,,,
RECF3,SASG3,SLAL4,TCNO4,TMAR5,TRPL3,TSEP4,TAMM3,TIBR6,TUPY4,TPIS3,TUPY3,,,,,,,,,,,,,,,
RECF4,SBSP3,SLCP3,TCOC3,TMAR6,TRPL4,TSPP3,TAMM4,TKNO3,TVIT3,TRFO4,TUPY4,,,,,,,,,,,,,,,
REEM4,SCAR3,SLED4,TCOC4,TMCP3,TSEP3,TSPP4,TBLE3,TKNO4,TXRX3,TRIS3,TVIT3,,,,,,,,,,,,,,,
REPA3,SCAR4,SLED6,TCSL3,TMCP4,TSEP4,TUPY3,TCNO3,TLPP3,TXRX4,TROR4,UCOP4,,,,,,,,,,,,,,,
REPA4,SCLO3,SNSY3,TCSL4,TMGC3,TSPP3,TUPY4,TCNO4,TLPP4,UBBR3,TRPL3,UGPA3,,,,,,,,,,,,,,,
RGEG3,SCLO4,SNSY5,TDBH3,TMGC7,TSPP4,TXRX4,TCSA3,TMAR3,UBBR4,TRPL4,UGPA4,,,,,,,,,,,,,,,
RHDS3,SDIA3,SOLO3,TDBH4,TNCP3,TUPY3,UBBR3,TCSL3,TMAR5,UCOP4,TRPN3,UNIP3,,,,,,,,,,,,,,,
RHER3,SDIA4,SOLO4,TEKA3,TNCP4,TUPY4,UBBR4,TCSL4,TMAR6,UGPA4,TUPY3,UNIP5,,,,,,,,,,,,,,,
RHER4,SEMP3,SOND3,TEKA4,TNEP3,TXRX3,UCOP4,TEKA3,TMCP3,UNIP3,TUPY4,UNIP6,,,,,,,,,,,,,,,
RHPR3,SGAS3,SOND5,TELB3,TNEP4,TXRX4,UGPA4,TEKA4,TMCP4,UNIP5,TVIT3,UOLL4,,,,,,,,,,,,,,,
RHPR4,SGAS4,SOND6,TELB4,TNLP3,UBBR3,UNIP3,TELB3,TMGC3,UNIP6,TXRX3,USIM3,,,,,,,,,,,,,,,
RIPI3,SGEN3,SPRI3,TENE5,TNLP4,UBBR4,UNIP5,TELB4,TMGC7,UOLL4,TXRX4,USIM5,,,,,,,,,,,,,,,
RIPI4,SGEN4,SPRI5,TIBR3,TOYB3,UBHD3,UNIP6,TEMP3,TNCP3,USIM3,UCOP4,USIM6,,,,,,,,,,,,,,,
RNPT3,SHUL4,SPRI6,TIBR5,TOYB4,UCOP4,UOLL4,TEND3,TNCP4,USIM5,UGPA3,VAGR3,,,,,,,,,,,,,,,
RNPT4,SIBR7,STED3,TIBR6,TOYB5,UGPA4,USIM3,TENE5,TNLP3,USIM6,UGPA4,VALE3,,,,,,,,,,,,,,,
ROMI3,SIFC3,STED4,TKNO4,TPRC3,UNIP3,USIM5,TENE7,TNLP4,VAGV3,UNIP3,VALE5,,,,,,,,,,,,,,,
ROMI4,SIFC4,SULT3,TLCP3,TPRC6,UNIP5,USIM6,TGMA3,TOTS3,VAGV4,UNIP5,VINE3,,,,,,,,,,,,,,,
ROSI4,SJOS4,SULT4,TLCP4,TRFO3,UNIP6,VALE3,TIBR3,TOYB3,VALE3,UNIP6,VINE5,,,,,,,,,,,,,,,
RPAD3,SLAL3,SUZA4,TLPP3,TRFO4,UOLL4,VALE5,TIBR5,TOYB4,VALE5,UOLL4,VINE6,,,,,,,,,,,,,,,
RPAD5,SLAL4,SZPQ4,TLPP4,TROR4,USIM3,VCPA4,TIBR6,TPIS3,VCPA3,USIM3,VIVO3,,,,,,,,,,,,,,,
RPAD6,SLCP3,TBAS4,TMAR3,TRPL3,USIM5,VGOR4,TKNO3,TRFO3,VCPA4,USIM5,VIVO4,,,,,,,,,,,,,,,
RPMG3,SLED3,TBLE3,TMAR5,TRPL4,USIM6,VINE3,TKNO4,TRFO4,VGOR4,USIM6,VIVR3,,,,,,,,,,,,,,,
RPMG4,SLED5,TBLE5,TMAR6,TSEP3,VAGV3,VINE5,TLPP3,TRIS3,VINE3,VAGV4,VIVT3,,,,,,,,,,,,,,,
RPPR3,SLED6,TBLE6,TMCP3,TSEP4,VAGV4,VINE6,TLPP4,TROR3,VINE5,VALE3,VIVT4,,,,,,,,,,,,,,,
RPPR5,SNSY5,TCHN3,TMCP4,TSPP3,VALE3,VIVO3,TMAR3,TROR4,VINE6,VALE5,VLID3,,,,,,,,,,,,,,,
RPPR6,SOES3,TCHN4,TMGC3,TSPP4,VALE5,VIVO4,TMAR5,TRPL3,VIVO3,VINE3,VSPT3,,,,,,,,,,,,,,,
RPSA4,SOES4,TCNO3,TMGC7,TUPY3,VCPA4,VPSC4,TMAR6,TRPL4,VIVO4,VINE5,VULC3,,,,,,,,,,,,,,,
RSIP3,SOLO3,TCNO4,TNCP3,TUPY4,VGOR4,VPTA4,TMCP3,TUPY3,VNET3,VINE6,WEGE3,,,,,,,,,,,,,,,
RSIP4,SOLO4,TCOC3,TNCP4,TXRX3,VINE3,VULC3,TMCP4,TUPY4,VPSC3,VIVO3,WHRL3,,,,,,,,,,,,,,,
RSUL4,SOND3,TCOC4,TNEP3,TXRX4,VINE5,VULC4,TMGC3,TXRX4,VPSC4,VIVO4,WHRL4,,,,,,,,,,,,,,,
SALM3,SOND5,TCSL3,TNEP4,UBBR3,VINE6,WEGE3,TMGC6,UBBR3,VPTA3,VLID3,WISA3,,,,,,,,,,,,,,,
SALM4,SOND6,TCSL4,TNLP3,UBBR4,VPSC4,WEGE4,TMGC7,UBBR4,VPTA4,VPSC4,WISA4,,,,,,,,,,,,,,,
SAMI3,SPRI3,TCSP3,TNLP4,UBHD3,VPTA4,WHRL3,TNCP3,UCOP4,VULC3,VSPT3,,,,,,,,,,,,,,,,
SAMI4,SPRI5,TCSP4,TOYB3,UCOP4,VULC3,WHRL4,TNCP4,UGPA3,WEGE3,VULC3,,,,,,,,,,,,,,,,
SANO3,SPRI6,TDBH3,TOYB5,UGPA3,VULC4,WISA4,TNLP3,UGPA4,WHRL3,WEGE3,,,,,,,,,,,,,,,,
SANO4,STED4,TDBH4,TOYB6,UGPA4,WEGE3,,TNLP4,UNIP3,WHRL4,WHRL3,,,,,,,,,,,,,,,,
SASG3,SULT3,TEKA3,TPRC3,UNIP3,WEGE4,,TOTS3,UNIP5,WISA3,WHRL4,,,,,,,,,,,,,,,,
SBSP3,SULT4,TEKA4,TPRC6,UNIP5,WISA3,,TOYB3,UNIP6,WISA4,WISA3,,,,,,,,,,,,,,,,
SCAR3,SUZA4,TELB3,TRFO3,UNIP6,WISA4,,TOYB4,UOLL4,,WISA4,,,,,,,,,,,,,,,,
SCAR4,TANC4,TELB4,TRFO4,USIM3,,,TPIS3,USIM3,,WMBY3,,,,,,,,,,,,,,,,
SCLO3,TCHN3,TENE5,TROR4,USIM5,,,TRFO3,USIM5,,,,,,,,,,,,,,,,,,
SCLO4,TCHN4,TEPR3,TRPL3,USIM6,,,TRFO4,USIM6,,,,,,,,,,,,,,,,,,
SEMP3,TCNO3,TEPR4,TRPL4,VAGV3,,,TRIS3,VALE3,,,,,,,,,,,,,,,,,,
SGAS3,TCNO4,TIBR5,TSEP3,VAGV4,,,TRNA3,VALE5,,,,,,,,,,,,,,,,,,
SGAS4,TCOC3,TIBR6,TSEP4,VALE3,,,TRNA4,VCPA4,,,,,,,,,,,,,,,,,,
SGEN3,TCOC4,TKNO4,TSPP3,VALE5,,,TROR3,VGOR4,,,,,,,,,,,,,,,,,,
SGEN4,TCSL3,TLCP3,TSPP4,VCPA4,,,TROR4,VINE3,,,,,,,,,,,,,,,,,,
SHAP3,TCSL4,TLCP4,TUPY3,VGOR4,,,TRPL3,VINE5,,,,,,,,,,,,,,,,,,
SHAP4,TCSP3,TLPP3,TUPY4,VINE3,,,TRPL4,VINE6,,,,,,,,,,,,,,,,,,
SHUL4,TCSP4,TLPP4,UBBR3,VINE5,,,TUPY3,VIVO3,,,,,,,,,,,,,,,,,,
SIBR6,TDBH3,TMAR3,UBBR4,VINE6,,,TUPY4,VIVO4,,,,,,,,,,,,,,,,,,
SIBR7,TDBH4,TMAR5,UBHD3,VPSC3,,,TXRX3,VPSC3,,,,,,,,,,,,,,,,,,
SIFC3,TEBA3,TMAR6,UCOP4,VPSC4,,,TXRX4,VPSC4,,,,,,,,,,,,,,,,,,
SIFC4,TEBA5,TMCP3,UGPA3,VPTA3,,,UBBR3,VPTA3,,,,,,,,,,,,,,,,,,
SJOS4,TEBA6,TMCP4,UGPA4,VPTA4,,,UBBR4,VPTA4,,,,,,,,,,,,,,,,,,
SLAL3,TEKA3,TMGC3,UNIP3,VULC3,,,UCOP4,VULC3,,,,,,,,,,,,,,,,,,
SLAL4,TEKA4,TMGC6,UNIP5,VULC4,,,UGPA3,VULC4,,,,,,,,,,,,,,,,,,
SLCP3,TELB3,TMGC7,UNIP6,WEGE3,,,UGPA4,WEGE3,,,,,,,,,,,,,,,,,,
SLED3,TELB4,TNCP3,USIM3,WEGE4,,,UNIP3,WHRL3,,,,,,,,,,,,,,,,,,
SLED4,TENE5,TNCP4,USIM5,WISA4,,,UNIP5,WHRL4,,,,,,,,,,,,,,,,,,
SLED5,TEPR3,TNEP3,USIM6,WMBY3,,,UNIP6,WISA3,,,,,,,,,,,,,,,,,,
SLED6,TEPR4,TNEP4,VAGV3,ZIVI4,,,UOLL4,WISA4,,,,,,,,,,,,,,,,,,
SOES3,TERJ3,TNLP3,VAGV4,,,,USIM3,WMBY3,,,,,,,,,,,,,,,,,,
SOES4,TERJ4,TNLP4,VALE3,,,,USIM5,,,,,,,,,,,,,,,,,,,
SOLO3,TETE3,TOYB5,VALE5,,,,USIM6,,,,,,,,,,,,,,,,,,,
SOLO4,TIBR3,TOYB6,VCPA4,,,,VALE3,,,,,,,,,,,,,,,,,,,
SOND3,TIBR5,TPRC3,VGOR4,,,,VALE5,,,,,,,,,,,,,,,,,,,
SOND5,TIBR6,TPRC6,VINE5,,,,VCPA4,,,,,,,,,,,,,,,,,,,
SOND6,TKNO3,TRBR4,VINE6,,,,VGOR4,,,,,,,,,,,,,,,,,,,
SPPE3,TKNO4,TRFO3,VPSC3,,,,VINE3,,,,,,,,,,,,,,,,,,,
SPRI3,TLCP3,TRFO4,VPSC4,,,,VINE5,,,,,,,,,,,,,,,,,,,
SPRI5,TLCP4,TRPL3,VPTA4,,,,VINE6,,,,,,,,,,,,,,,,,,,
SPRI6,TLPP3,TRPL4,WISA4,,,,VIVO3,,,,,,,,,,,,,,,,,,,
SULT3,TLPP4,TSEP3,ZIVI4,,,,VIVO4,,,,,,,,,,,,,,,,,,,
SULT4,TMAR3,TSEP4,,,,,VPSC4,,,,,,,,,,,,,,,,,,,
SUZA4,TMAR5,TSPP3,,,,,VPTA3,,,,,,,,,,,,,,,,,,,
TAMR3,TMAR6,TSPP4,,,,,VPTA4,,,,,,,,,,,,,,,,,,,
TAMR4,TMCP3,TUPY3,,,,,VULC3,,,,,,,,,,,,,,,,,,,
TANC4,TMCP4,TUPY4,,,,,VULC4,,,,,,,,,,,,,,,,,,,
TBAC3,TMGC3,TXRX4,,,,,WEGE3,,,,,,,,,,,,,,,,,,,
TBAC6,TMGC7,UBBR3,,,,,WEGE4,,,,,,,,,,,,,,,,,,,
TBAC7,TMGR3,UBBR4,,,,,WHRL3,,,,,,,,,,,,,,,,,,,
TBRS3,TMGR5,UBHD3,,,,,WHRL4,,,,,,,,,,,,,,,,,,,
TBRS4,TMGR6,UCOP4,,,,,WISA3,,,,,,,,,,,,,,,,,,,
TCHN3,TMGR7,UGPA3,,,,,WISA4,,,,,,,,,,,,,,,,,,,
TCHN4,TMGR8,UGPA4,,,,,,,,,,,,,,,,,,,,,,,,
TCNO4,TNCP3,UNIP3,,,,,,,,,,,,,,,,,,,,,,,,
TCOC3,TNCP4,UNIP5,,,,,,,,,,,,,,,,,,,,,,,,
TCOC4,TNEP3,UNIP6,,,,,,,,,,,,,,,,,,,,,,,,
TCSL3,TNEP4,USIM3,,,,,,,,,,,,,,,,,,,,,,,,
TCSL4,TNLP3,USIM5,,,,,,,,,,,,,,,,,,,,,,,,
TCSP3,TNLP4,USIM6,,,,,,,,,,,,,,,,,,,,,,,,
TCSP4,TOYB5,VAGV3,,,,,,,,,,,,,,,,,,,,,,,,
TEBA3,TOYB6,VAGV4,,,,,,,,,,,,,,,,,,,,,,,,
TEBA5,TPRC3,VALE3,,,,,,,,,,,,,,,,,,,,,,,,
TEBA6,TPRC6,VALE5,,,,,,,,,,,,,,,,,,,,,,,,
TEKA4,TRBR4,VCPA4,,,,,,,,,,,,,,,,,,,,,,,,
TELB3,TRFO3,VGOR4,,,,,,,,,,,,,,,,,,,,,,,,
TELB4,TRFO4,VINE5,,,,,,,,,,,,,,,,,,,,,,,,
TENE5,TRPL3,VINE6,,,,,,,,,,,,,,,,,,,,,,,,
TEPR3,TRPL4,VPSC4,,,,,,,,,,,,,,,,,,,,,,,,
TEPR4,TSEP3,VPTA4,,,,,,,,,,,,,,,,,,,,,,,,
TERJ3,TSEP4,VSPT3,,,,,,,,,,,,,,,,,,,,,,,,
TERJ4,TSPP3,VULC4,,,,,,,,,,,,,,,,,,,,,,,,
TIBR5,TSPP4,WISA4,,,,,,,,,,,,,,,,,,,,,,,,
TIBR6,TUPY3,WMBY4,,,,,,,,,,,,,,,,,,,,,,,,
TKNO3,TUPY4,ZIVI4,,,,,,,,,,,,,,,,,,,,,,,,
TKNO4,TXRX4,,,,,,,,,,,,,,,,,,,,,,,,,
TLCP3,UBBR3,,,,,,,,,,,,,,,,,,,,,,,,,
TLCP4,UBBR4,,,,,,,,,,,,,,,,,,,,,,,,,
TLPP3,UBHD3,,,,,,,,,,,,,,,,,,,,,,,,,
TLPP4,UCOP4,,,,,,,,,,,,,,,,,,,,,,,,,
TMCP3,UGPA4,,,,,,,,,,,,,,,,,,,,,,,,,
TMCP4,UNIP3,,,,,,,,,,,,,,,,,,,,,,,,,
TMGC3,UNIP5,,,,,,,,,,,,,,,,,,,,,,,,,
TMGC6,UNIP6,,,,,,,,,,,,,,,,,,,,,,,,,
TMGC7,USIM3,,,,,,,,,,,,,,,,,,,,,,,,,
TMGR3,USIM5,,,,,,,,,,,,,,,,,,,,,,,,,
TMGR6,USIM6,,,,,,,,,,,,,,,,,,,,,,,,,
TMGR8,VAGV3,,,,,,,,,,,,,,,,,,,,,,,,,
TNCP3,VAGV4,,,,,,,,,,,,,,,,,,,,,,,,,
TNCP4,VALE3,,,,,,,,,,,,,,,,,,,,,,,,,
TNEP3,VALE5,,,,,,,,,,,,,,,,,,,,,,,,,
TNEP4,VCPA4,,,,,,,,,,,,,,,,,,,,,,,,,
TNLP3,VGOR4,,,,,,,,,,,,,,,,,,,,,,,,,
TNLP4,VINE5,,,,,,,,,,,,,,,,,,,,,,,,,
TOYB5,VINE6,,,,,,,,,,,,,,,,,,,,,,,,,
TPRC3,VPSC3,,,,,,,,,,,,,,,,,,,,,,,,,
TPRC6,VPSC4,,,,,,,,,,,,,,,,,,,,,,,,,
TRBR3,VPTA3,,,,,,,,,,,,,,,,,,,,,,,,,
TRBR4,VPTA4,,,,,,,,,,,,,,,,,,,,,,,,,
TRJC3,VSMA3,,,,,,,,,,,,,,,,,,,,,,,,,
TRJC6,VSPT3,,,,,,,,,,,,,,,,,,,,,,,,,
TROR4,VULC4,,,,,,,,,,,,,,,,,,,,,,,,,
TRPL3,WISA4,,,,,,,,,,,,,,,,,,,,,,,,,
TRPL4,WMBY4,,,,,,,,,,,,,,,,,,,,,,,,,
TSEP3,ZIVI3,,,,,,,,,,,,,,,,,,,,,,,,,
TSEP4,ZIVI4,,,,,,,,,,,,,,,,,,,,,,,,,
TSPC3,,,,,,,,,,,,,,,,,,,,,,,,,,
TSPC6,,,,,,,,,,,,,,,,,,,,,,,,,,
TSPP3,,,,,,,,,,,,,,,,,,,,,,,,,,
TSPP4,,,,,,,,,,,,,,,,,,,,,,,,,,
TUPY3,,,,,,,,,,,,,,,,,,,,,,,,,,
TUPY4,,,,,,,,,,,,,,,,,,,,,,,,,,
TXRX4,,,,,,,,,,,,,,,,,,,,,,,,,,
UBBR3,,,,,,,,,,,,,,,,,,,,,,,,,,
UBBR4,,,,,,,,,,,,,,,,,,,,,,,,,,
UBHD3,,,,,,,,,,,,,,,,,,,,,,,,,,
UCOP4,,,,,,,,,,,,,,,,,,,,,,,,,,
UGPA4,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIP3,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIP5,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIP6,,,,,,,,,,,,,,,,,,,,,,,,,,
USIM3,,,,,,,,,,,,,,,,,,,,,,,,,,
USIM5,,,,,,,,,,,,,,,,,,,,,,,,,,
USIM6,,,,,,,,,,,,,,,,,,,,,,,,,,
VAGV3,,,,,,,,,,,,,,,,,,,,,,,,,,
VAGV4,,,,,,,,,,,,,,,,,,,,,,,,,,
VALE3,,,,,,,,,,,,,,,,,,,,,,,,,,
VALE5,,,,,,,,,,,,,,,,,,,,,,,,,,
VCPA4,,,,,,,,,,,,,,,,,,,,,,,,,,
VGOR4,,,,,,,,,,,,,,,,,,,,,,,,,,
VINE5,,,,,,,,,,,,,,,,,,,,,,,,,,
VINE6,,,,,,,,,,,,,,,,,,,,,,,,,,
VPSC4,,,,,,,,,,,,,,,,,,,,,,,,,,
VPTA3,,,,,,,,,,,,,,,,,,,,,,,,,,
VPTA4,,,,,,,,,,,,,,,,,,,,,,,,,,
VSMA3,,,,,,,,,,,,,,,,,,,,,,,,,,
VSPT3,,,,,,,,,,,,,,,,,,,,,,,,,,
VULC3,,,,,,,,,,,,,,,,,,,,,,,,,,
VULC4,,,,,,,,,,,,,,,,,,,,,,,,,,
WHMT3,,,,,,,,,,,,,,,,,,,,,,,,,,
WMBY4,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIVI3,,,,,,,,,,,,,,,,,,,,,,,,,,
ZIVI4,,,,,,,,,,,,,,,,,,,,,,,,,,
